gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,curcd,artfs,at,bkvlps,che,cogs,cshfd,csho,dlc,dltt,dt,dvc,ebit,ebitda,emp,epsfx,fincf,invt,ivncf,lct,lt,ni,oancf,pstk,revt,sale,seq,wcap,xint,xopr,costat,prcc_f,naics
112408,20141231,2014,INDL,C,D,STD,USD,,141.76,0.4043,50.473,47.202,86.9,104.812,8.724,18.382,25.392,0,35.051,40.347,0.092,-0.19,-17.292,16.201,-4.362,60.754,99.388,-16.357,46.578,0,114.966,114.966,42.372,31.779,10.905,74.619,A,5.224,325412
112410,20141231,2014,INDL,C,D,STD,USD,,1833.55,4.8769,32.98,10.554,50.168,49.239,216.752,0,,1.001,31.419,33.416,0.428,1,24.787,24.075,-66.376,,1593.415,50.206,-2.762,0,76.985,76.985,240.135,,,43.569,A,5.37,522120
112410,20141231,2014,FS,C,D,STD,USD,,1833.55,,,,,,216.752,0,,1.001,,,0.428,,,,,,1593.415,,,0,76.985,,240.135,,11.825,,A,5.37,522120
112542,20141231,2014,INDL,C,D,STD,USD,,2334.318,67.923,29.174,16.079,4.696,4.271,62.499,125,,5.421,52.068,54.627,0.428,5.74,136.402,5.689,-184.075,,2044.219,26.974,33.145,0,105.938,105.938,290.099,,,51.311,A,82.5,522110
112542,20141231,2014,FS,C,D,STD,USD,,2334.318,,,,,,62.499,125,,5.421,,,0.428,,,,,,2044.219,,,0,105.938,,290.099,,15.037,,A,82.5,522110
112572,20141231,2014,INDL,C,D,STD,USD,,941.213,24.7445,24.295,4.907,4.628,4.627,55.962,0,,3.862,20.455,22.572,0.26,2.08,-36.638,1.553,22.507,,826.72,9.646,19.163,0,43.637,43.637,114.493,,,21.065,A,26.74,522120
112572,20141231,2014,FS,C,D,STD,USD,,941.213,,,,,,55.962,0,,3.862,,,0.26,,,,,,826.72,,,0,43.637,,114.493,,3.716,,A,26.74,522120
112626,20141231,2014,INDL,C,D,STD,USD,,3399.134,11.7626,38.189,23.101,32.824,32.078,183.656,254.339,,10.877,84.172,88.674,0.733,1,77.826,315.323,-163.686,,3021.813,32.683,94.84,0,168.041,168.041,377.321,,,79.367,A,19.83,522110
112626,20141231,2014,FS,C,D,STD,USD,,3399.134,,,,,,183.656,254.339,,10.877,,,0.733,,,,,,3021.813,,,0,168.041,,377.321,,21.163,,A,19.83,522110
112674,20141231,2014,INDL,C,D,STD,USD,,530.358,7.265,168.801,0.953,8.275,8.189,14.593,9,,0,5.162,6.17,,0.61,55.906,4.418,-35.65,,470.865,5.007,5.669,0,21.805,21.805,59.493,,,15.635,A,7,522110
112674,20141231,2014,FS,C,D,STD,USD,,530.358,,,,,,14.593,9,,0,,,,,,,,,470.865,,,0,21.805,,59.493,,0.949,,A,7,522110
112721,20141231,2014,INDL,C,D,STD,USD,,3747.013,26.8002,72.878,22.463,20.899,20.848,574.108,530.74,,15.188,68.359,76.052,0.735,1.38,346.204,18.948,-470.894,,3188.282,28.787,26.705,0,174.896,174.896,558.731,,,98.844,A,24.72,522110
112721,20141231,2014,FS,C,D,STD,USD,,3747.013,,,,,,574.108,530.74,,15.188,,,0.735,,,,,,3188.282,,,0,174.896,,558.731,,19.604,,A,24.72,522110
112754,20141231,2014,INDL,C,D,STD,USD,,217.133,0.7742,184.652,82.09,133.368,136.662,0,81.006,81.006,0,-1.235,-0.367,0.124,-0.09,83.05,4.504,-123.132,21.905,111.33,-11.878,-8.611,0,81.723,81.723,105.803,186.525,10.917,82.09,A,14.06,325414
112759,20141231,2014,INDL,C,D,STD,USD,,1183.7,2.4,218.8,549.3,9,9,0,240.4,240.4,0,-147.4,-138.9,0.507,33.09,-0.8,462.2,15.5,476.4,1162.1,297.8,-110.1,0,514.1,514.1,21.6,366,18.9,653,A,4.3,325180
112773,20140630,2014,INDL,C,D,STD,USD,,,,,,,6.848,,,,,,,,,,,,,,,,,,,,,,,A,10.54,525990
112774,20141231,2014,INDL,C,D,STD,USD,,71.646,0.9759,43.57,13.468,43.502,43.984,2.459,13.662,16.121,0,-10.43,-7.08,0.106,-0.36,-8.719,3.243,19.528,13.067,28.469,-24.326,-10.988,0,38.73,38.73,42.923,40.31,1.1,45.81,A,1.7,334210
112819,20140630,2014,INDL,C,D,STD,USD,,26.461,1.4317,13.828,16.938,15.401,15.299,0,0,0,0,-0.293,0.812,0.062,0.06,-0.56,1.32,-0.57,4,4.557,0.956,-0.656,0,26.57,26.57,21.904,17.888,0,25.758,A,4.4,562211
112820,20150430,2014,INDL,C,D,STD,CAD,,47.377,1.897,10.815,29.555,11.572,12.315,1.456,3.333,4.789,1.038,2.377,3.554,0.35,0.13,5.747,1.763,-5.165,20.371,24.015,1.515,1.394,0,57.284,57.284,23.362,11.974,0.126,53.73,A,8.81,511210
112875,20141031,2014,INDL,C,D,STD,USD,,,,,,,97.953,,,,,,,,,,,,,,,,,,,,,,,A,3.12,525990
112876,20141231,2014,INDL,C,D,STD,USD,,47100.7,9.3238,74.4,43069.9,1895.2,1937.325,2206.4,19157.4,21363.8,2638.1,3439.8,4670.6,0,1.47,1653.2,1014.2,-5797.9,7873.7,27408.5,2787.4,4162.2,0,47951.2,47951.2,18063.2,-2383,998.9,43280.6,A,36.12,486210
112881,20141231,2014,INDL,C,D,STD,CAD,,203.443,0.1278,27.102,8.374,578.096,547.628,3.191,23.244,26.435,0,-32.11,-30.416,0.197,0.01,44.348,2.586,-8.749,38.01,99.012,5.939,-25.954,0,23.01,23.01,69.966,5.31,3.07,53.426,A,1.91,325414
112968,20141231,2014,INDL,C,D,STD,USD,,67.398,11.725,29.51,38.35,2.706,2.676,0.901,0.852,1.753,0,12.742,14.35,0.27,2.4,-1.424,10.591,-1.525,33.008,36.022,6.496,9.42,0,190.081,190.081,31.376,16.355,,175.731,A,26.65,325412
113090,20150331,2014,INDL,C,D,STD,USD,,1.4,-0.0097,0.01,0.241,58.695,60.207,0.132,0,0,0,-1.357,-1.154,0.016,-0.02,0.61,0,0,1.982,1.982,-1.455,-0.611,0,0.519,0.519,-0.582,-1.445,,1.673,A,0.49,324199
113093,20141231,2014,INDL,C,D,STD,USD,,855.427,31.5402,36.105,3.838,1.765,2.721,4.954,28.022,,1.918,9.11,10.735,0.182,1.32,6.68,1.57,12.234,,753.606,2.521,4.48,16,29.107,29.107,101.821,,,18.372,A,27.34,522110
113093,20141231,2014,FS,C,D,STD,USD,,855.427,,,,,,4.954,28.022,,1.918,,,0.182,,,,,,753.606,,,16,29.107,,101.821,,2.704,,A,27.34,522110
113269,20141231,2014,INDL,C,D,STD,USD,,505.991,7.0239,50.719,490.742,22.039,22.877,29.975,3.278,5.597,0,17.123,26.218,0.674,0.5,6.85,25.482,13.294,270.536,345.305,11.081,-17.29,0,630.236,630.236,160.686,94.673,,604.018,A,12.9,541512
113339,20141231,2014,INDL,C,D,STD,USD,,518.464,4.5529,50.791,1.571,7.301,6.961,4.685,9.558,,0,8.738,10.369,0.165,0.15,-1.529,8.012,-23.275,,475.641,1.088,3.201,0.561,25.778,25.778,32.254,,,15.409,A,3.3,522110
113339,20141231,2014,FS,C,D,STD,USD,,518.464,,,,,,4.685,9.558,,0,,,0.165,,,,,,475.641,,,0.561,25.778,,32.254,,1.96,,A,3.3,522110
113419,20141231,2014,INDL,C,D,STD,USD,,2516.5,12.993,211.9,1814.5,106.2,99.4,7.5,368.4,375.9,27.2,193.2,360.8,125,1.1,207.6,0,-850.5,368.5,1225,120,261,0,2855.5,2855.5,1291.5,522.4,19.3,2494.7,A,20.37,561499
113421,20141231,2014,INDL,C,D,STD,CAD,,309.742,4.6316,34.408,95.244,45.277,44.931,19.407,4.485,21.053,5.386,20.645,,0.081,0.39,-34.435,240.123,7.636,,78.468,17.395,42.169,0,134.612,134.612,208.101,,2.844,113.967,A,3.85,237210
113490,20141231,2014,INDL,C,D,STD,USD,,21143.276,17.1892,323.031,1328.361,333.265,333.857,113.335,11807.526,11920.861,626.074,1043.658,2078.827,2.4,1.04,-462.987,0,-1242.905,898.935,14406.048,390.513,1666.13,0.098,3689.884,3689.884,6716.225,32.567,573.291,1611.057,A,78.7,531120
113530,20141231,2014,INDL,C,D,STD,USD,,34.819,0.9055,5.973,40.431,3.885,9.46,0,0,0,0,-2.541,-1.81,0.164,-1.44,12.573,7.583,-0.638,16.62,16.62,-2.623,-13.402,9.633,58.816,58.816,18.199,9.988,0.189,60.626,A,2.93,541330
113978,20141231,2014,INDL,C,D,STD,USD,,970.029,3.1181,35.667,0.278,16.473,16.484,34,62.504,,0,26.441,27.911,0.258,0.81,-54.865,2.858,-21.536,,918.631,13.42,8.512,0,44.859,44.859,51.398,,,16.948,A,6,522110
113978,20141231,2014,FS,C,D,STD,USD,,970.029,,,,,,34,62.504,,0,,,0.258,,,,,,918.631,,,0,44.859,,51.398,,6.147,,A,6,522110
114057,20141231,2014,INDL,C,D,STD,USD,,3.013,0.5639,0.026,0,2.19,2.192,0.532,1.209,1.209,0,-0.113,-0.113,0.005,-0.12,0,0,-0.1,,1.777,-0.259,-0.117,0,0,0,1.236,,0.146,0.113,A,3.5,999990
114200,20141231,2014,INDL,C,D,STD,CAD,,0.101,0.0026,0.079,0,21.078,21.078,0.012,0,0,0,-0.049,-0.049,,0,0,0,0,0.047,0.047,-0.048,-0.077,0,0,0,0.054,0.054,0,0.049,A,0.03,511210
114203,20140930,2014,INDL,C,D,STD,USD,,19.842,0.0897,0.706,31.563,40.599,40.599,0.69,12.284,12.974,0,3.013,3.508,0.235,0.07,11.71,6.27,-9.289,3.914,16.198,2.669,-2.342,0.001,47.653,47.653,3.644,7.632,0.437,44.145,A,0.725,334519
114209,20141231,2014,INDL,C,D,STD,USD,,5.321,0.0685,0.018,0.009,53.377,53.377,0.905,0,0,0,-0.813,-0.65,0.004,-0.02,0.48,0,-0.009,1.664,1.664,-0.979,-0.488,0,0.27,0.27,3.657,-1.526,0.175,0.92,A,0.2,334519
114211,20141231,2014,INDL,C,D,STD,CAD,,1985.359,4.889,0,329.683,200.317,220.06,0,564.258,564.258,115.777,-65.683,100.914,0.082,-0.17,120.123,0,-327.603,101.362,909.496,-33.177,207.48,0,443.512,443.512,1075.863,14.174,17.235,342.598,A,3.68,211111
114370,20150331,2014,INDL,C,D,STD,USD,,373.855,8.4389,121.43,225.469,32.239,31.675,46.254,3.433,49.687,4.263,27.524,44.835,0.958,0.74,-5.129,82.005,-15.077,78.794,106.554,23.74,48.194,0,338.767,338.767,267.301,176.173,1.397,293.932,A,12.32,334413
114415,20141231,2014,INDL,C,D,STD,USD,,46.084,1.6701,5.53,31.969,5.809,9.384,4.808,11.288,16.096,0,-12.464,-5.915,0.295,-3.96,15.074,3.508,-6.125,15.13,27.769,-23.029,-10.067,0,40.108,40.108,15.672,-1.058,12.406,46.023,A,4.16,325412
114524,20141231,2014,INDL,C,D,STD,USD,,45132,16.2631,10098,4510,1262,1224,850,6777,7627,0,3549,5039,36.5,0.04,-1022,0,-2673,17531,25226,46,5677,0,17902,17902,19906,9000,123,12863,A,56.12,517919
114608,20141231,2014,INDL,C,D,STD,USD,,260.3,2.8431,8.4,78.8,23.8,23.144,0.3,109.6,109.9,0,66,74.7,2.158,1.6,7.5,0.8,-68.3,52.5,194.5,38,59.6,0,235.6,235.6,65.8,4.3,3.1,160.9,A,56.27,533110
114628,20141231,2014,INDL,C,D,STD,USD,,856240,163.0055,237254,21167,473.2,451.5,280398,174820,215506,1054,17292,18629,34,17.07,18999,312248,-14909,,773039,8477,-7623,9200,39796,39796,82797,,5224,21167,A,193.83,523110
114628,20141231,2014,FS,C,D,STD,USD,94479,856240,,,,,,148315,174820,,1054,,,34,,,0,,,773039,,,9200,39796,,82797,,5557,,A,193.83,523110
114698,20141231,2014,INDL,C,D,STD,USD,,25.125,0.8418,6.04,17.149,24.376,25.033,0,0,0,0,-5.251,-4.07,0.084,-0.22,1.305,4.586,4.639,4.053,4.053,-5.257,-4.686,0,25.715,25.715,21.072,11.273,0.041,29.785,A,2.3201,334419
114745,20141231,2014,INDL,C,D,STD,CAD,,14.214,0.1892,2.803,0.563,64.07,66.379,0,0,0,0,-0.6,-0.412,,-0.01,0.182,0,-0.178,0.622,1.658,-0.561,-0.203,0,0.922,0.922,12.556,2.26,0,1.334,A,0.055,211111
114789,20141231,2014,INDL,C,D,STD,USD,,3844,1178000,9,961,,0.001,311,971,,100,207,332,0.883,,92,55,-358,517,2666,104,268,0,1293,1293,1178,-198,49,961,A,,2211
114832,20141231,2014,INDL,C,D,STD,CAD,,28.554,0.1595,1.182,1.225,161.122,161.943,0,0.516,0.516,0,-2.209,-2.206,0.007,-0.01,0.566,0,0.462,0.226,2.723,-1.836,-0.815,0,0,0,25.831,1.288,0.001,2.206,A,0.035,212
114880,20141231,2014,INDL,C,D,STD,USD,,743.785,11.8072,27.744,5.342,5.654,6.267,0.474,49.372,,1.308,10.539,11.739,0.171,0.3,50.267,3.01,-54.98,,669.789,1.7,8.441,0,30.781,30.781,73.996,,,19.042,A,11.85,522110
114880,20141231,2014,FS,C,D,STD,USD,,743.785,,,,,,0.474,49.372,,1.308,,,0.171,,,,,,669.789,,,0,30.781,,73.996,,4.142,,A,11.85,522110
114881,20141231,2014,INDL,C,D,STD,USD,,3.997,0.069,2.877,0.482,69.584,55.683,0,0,0,0,-2.627,-2.624,0.001,-0.04,1.409,0,1.879,0.157,0.157,5.062,-0.903,0,0.032,0.032,3.84,2.856,0,2.656,A,0.7,511210
114927,20141231,2014,INDL,C,D,STD,USD,,21071.069,10.5985,333.199,7722.971,518.013,518.018,1541.171,7021.34,8028.99,1147.574,1959.935,4063.822,21.125,3.29,-1859.271,149.99,-2361.586,4487.618,15577.814,1705.255,3795.047,0,11786.793,11786.793,5490.235,-1038.855,275.821,7722.971,A,52.584,517110
114956,20141231,2014,INDL,C,D,STD,USD,,1988.606,1.1549,103.619,12.516,171.928,170.572,165.847,29.224,,0,33.96,37.331,0.537,0.05,29.826,22.092,-1.873,,1791.109,9.329,13.365,0,96.979,96.979,196.997,,,59.648,A,1.68,522110
114956,20141231,2014,FS,C,D,STD,USD,,1988.606,,,,,,165.847,29.224,,0,,,0.537,,,,,,1791.109,,,0,96.979,,196.997,,12.298,,A,1.68,522110
115044,20141231,2014,INDL,C,D,STD,CAD,,4114.415,5.4829,9.273,657.748,216.342,238.149,10.215,1288.501,1298.716,17.395,145.278,258.878,1.268,0.32,255.34,43.375,-453.268,386.268,2265.881,75.701,192.716,213.805,951.318,951.318,1519.546,-51.539,66.002,692.44,A,9.64,22111
115077,20141231,2014,INDL,C,D,STD,USD,,5.717,-0.0226,1.919,16.644,4.421,4.519,0,3.874,3.874,0,-0.932,-0.715,0.031,-0.37,0.531,1.683,-0.262,,5.819,-1.628,0.356,0,15.929,15.929,-0.102,,0.425,16.644,A,2.25,523120
115165,20141231,2014,INDL,C,D,STD,USD,,0.441,-0.0002,0.261,0.139,4426.781,4546.014,1.12,0,0,0,-0.389,-0.383,0.011,0,0.759,0.051,-0.042,1.171,1.171,-0.408,-0.458,0,0.461,0.461,-0.73,-0.77,0.019,0.844,A,0.05,326199
115243,20141231,2014,INDL,C,D,STD,USD,,4.01,-0.2225,3.724,2.524,45.716,45.716,0.006,0,0.006,0,-2.636,-2.474,0.012,-0.16,4.906,0,0.013,0.114,0.114,-2.603,-2.267,0.419,0.05,0.05,3.896,3.625,,2.524,A,0.2,336350
115313,20141231,2014,INDL,C,D,STD,USD,,0.005,-0.003,0,0,441.485,441.485,0.5,0,0,0,-0.335,-0.335,,0,0,0,0,1.346,1.346,0.135,-0.001,0,0,0,-1.341,-1.341,0.05,0.335,A,0.001,519130
115318,20141231,2014,INDL,C,D,STD,USD,,3.327,0.0002,0.53,1.269,196.488,203.759,0,0.57,0.57,0,-4.252,-4.252,0.004,-0.01,1.701,0.08,0,1.941,3.286,-1.658,-1.388,0,1.727,1.727,0.041,-0.825,0.191,5.979,A,0.079,324110
115336,20150531,2014,INDL,C,D,STD,USD,,20260,10214000,884,20790,,0.001,7,239,246,0,595,2044,166,,0,394,-2365,5266,10046,144,2486,0,26094,26094,10214,-1452,28,24050,A,,492110
115404,20141231,2014,INDL,C,D,STD,USD,,1197.557,1.6942,706.776,224.094,45.614,36.353,0,952.232,952.232,0,96.265,126.076,1.7,0.97,-204.88,0,-26.376,162.443,1135.968,42.063,113.152,0,580.449,580.449,61.589,713.163,24.686,454.373,A,39.55,519130
115411,20141231,2014,INDL,C,D,STD,USD,,2.348,0.0076,2.248,3.27,180.387,181.028,0.139,0,0,0,-3.937,-3.923,0.007,-0.02,1.638,0,0,0.979,0.979,-4.006,-3.528,0,0.24,0.24,1.369,1.341,0.04,4.163,A,0.4699,333132
115416,20141231,2014,INDL,C,D,STD,CAD,,0.808,0.0086,0.012,0.188,67.671,67.671,0.06,0,0,0,0.106,0.181,,0,0,0,-0.169,0.223,0.223,0.175,0.118,0,0.615,0.615,0.585,-0.109,0,0.434,A,0.025,212
115418,20141231,2014,INDL,C,D,STD,CAD,,30.668,0.3629,0.383,0,69.93,69.938,0.095,3.769,3.864,0,-0.874,-0.874,,-0.03,1.91,0,-0.852,1.455,5.287,-1.798,-0.836,0,0,0,25.381,-1.012,0.377,0.874,A,0.065,212221
115556,20141231,2014,INDL,C,D,STD,CAD,,255.439,6.595,10.22,46.576,10.913,10.42,11.001,123.692,126.446,8.033,27.784,28.105,0.113,0.93,4.573,9.207,-38.657,,175.595,10.105,21.242,0,108.1,108.1,68.72,,6.368,79.995,A,12.2,441110
115557,20140630,2014,INDL,C,D,STD,USD,,,,,,,37.867,,,,,,,,,,,,,,,,,,,,,,,A,6.81,525990
115567,20141231,2014,INDL,C,D,STD,USD,,7333.24,,12.773,1769.528,,,306.7,1792.712,,253,578.456,767.149,1.717,,-63.247,74.179,-465.028,878.788,4826.713,303.088,533.027,43,2536.677,2536.677,2506.527,-133.135,79.878,1769.528,A,,22111
115598,20141231,2014,INDL,C,D,STD,USD,,1.995,0.0195,0.95,0,80.416,85.905,0,0,0,0,-6.186,-5.796,0.013,-0.1,4.185,0,-0.162,0.318,0.318,-7.751,-5.13,0,0,0,1.677,0.747,0.019,5.796,A,0.34,212299
115687,20141231,2014,INDL,C,D,STD,USD,,8266.2,74.3614,0,1644.3,,40.4,0,2655.3,,120,538,808.8,1.884,,-23,136.4,-564.7,392.9,5262,292,587.7,0,2453.1,2453.1,3004.2,477,143.9,1644.3,A,,2211
115751,20141231,2014,INDL,C,D,STD,CAD,,69.313,0.4022,0.895,38.105,80.509,80.509,4.171,12.983,16.323,0,-5.525,-1.024,0.352,-0.07,-1.715,14.429,-8.633,23.893,36.93,-5.548,10.463,0,42.166,42.166,32.383,4.342,0.726,43.19,A,0.085,334413
115757,20150430,2014,INDL,C,D,STD,USD,,494.992,3.5953,42.222,332.096,55.228,54.062,0.596,176.493,177.089,0,95.968,125.4,1.749,0.9,44.612,76.895,-186.057,81.011,300.622,49.613,114.807,0,551.862,551.862,194.37,116.065,11.33,426.462,A,14.865,332994
115766,20141231,2014,INDL,C,D,STD,USD,,503.631,14.127,56.954,142.902,12.438,13.632,0,0,0,1.672,57.307,57.79,0.219,2.99,43.472,0,-107.905,,311.052,37.199,63.144,0,200.692,200.692,192.579,,0,142.902,A,24.16,524126
115766,20141231,2014,FS,C,D,STD,USD,33.763,503.631,,,,,,10.152,0,,1.672,,,0.219,,,,,,311.052,,,0,200.692,,192.579,,0,,A,24.16,524126
115813,20140930,2014,INDL,C,D,STD,CAD,,149.906,6.9638,0.743,59.94,9.745,9.545,20.168,49.251,53.756,0.954,4.145,4.282,,0.78,15.294,4.029,-16.375,23.893,83.437,7.629,1.487,0,67.414,67.414,66.469,-10.049,1.952,63.132,A,5.11,531
115831,20141231,2014,INDL,C,D,STD,USD,,29.152,1.1099,18.741,3.51,26.928,24.274,0,0,0,0,3.623,5.273,0.003,0.07,-5.976,0,-1.062,2.211,2.211,1.766,5.762,0,12.309,12.309,26.941,18.021,,7.036,A,2.2,533110
115876,20141231,2014,INDL,C,D,STD,USD,,21507.733,46.5008,677.854,61.916,68.911,69.78,315.523,176.255,,68.384,524.745,548.415,3.096,4.32,20.387,11.839,-72.184,,18262.907,297.441,348.261,0,834.357,834.357,3244.826,,,285.942,A,55.36,522110
115876,20141231,2014,FS,C,D,STD,USD,,21507.733,,,,,,315.523,176.255,,68.384,,,3.096,,,,,,18262.907,,,0,834.357,,3244.826,,43.641,,A,55.36,522110
115920,20141231,2014,INDL,C,D,STD,USD,,339.048,10.5833,17.94,1.502,3.112,3.074,0,28.5,,0,6.764,6.764,,0.94,,0.35,,,306.515,2.925,,0,14.103,14.103,32.533,,,7.339,A,12.68,522110
115920,20141231,2014,FS,C,D,STD,USD,,339.048,,,,,,0,28.5,,0,,,,,,,,,306.515,,,0,14.103,,32.533,,1.352,,A,12.68,522110
115945,20150131,2014,INDL,C,D,STD,CAD,,0.286,0.0022,0,0.032,44.633,44.633,0.04,0,0.04,0,-0.186,-0.186,0.003,0,0.074,0,-0.018,0.187,0.187,-0.187,-0.152,0,0,0,0.099,-0.186,0.001,0.186,A,0.03,212
115960,20141231,2014,INDL,C,D,STD,USD,,537.053,22.5565,54.107,1.234,2.707,2.688,17.995,0,,0.742,6.804,7.955,0.101,0.7,27.133,2.114,-20.811,,476.421,1.898,7.713,0,20.979,20.979,60.632,,,13.024,A,22.7,522110
115960,20141231,2014,FS,C,D,STD,USD,,537.053,,,,,,17.995,0,,0.742,,,0.101,,,,,,476.421,,,0,20.979,,60.632,,0.928,,A,22.7,522110
116025,20141231,2014,INDL,C,D,STD,USD,,6.087,0.2356,0.358,0.963,18.862,19.341,0.35,1.05,1.4,0,-1.428,-1.41,0.005,-0.09,-0.335,0,-0.051,0.48,1.53,-1.693,0.057,0,2.047,2.047,4.557,1.519,0.232,3.457,A,0.2424,621999
116029,20141231,2014,INDL,C,D,STD,USD,,22256,21.6818,403,40972,369,375.108,1287,8762,9315,1407,1791,2167,0,2.38,1657,891,-3296,4755,14065,1384,2004,0,43464,43464,8133,-576,388,41297,A,51.32,424710
116164,20150228,2014,INDL,C,D,STD,USD,,189.214,10.2344,11.849,167.235,14.161,14.111,0,0,0,10.769,45.817,54.15,1.094,1.97,-16.372,0,-11.407,28.418,44.797,27.839,38.55,0,221.385,221.385,144.417,22.923,0.022,167.235,A,40.55,518210
116166,20140630,2014,INDL,C,D,STD,USD,,16.938,0.6271,3.353,5.088,16.71,16.928,1.427,0.423,0.65,0,-2.593,-1.714,0.057,-0.19,1.481,0,-1.652,5.807,6.319,-2.49,-0.093,0.004,11.928,11.928,10.619,0.654,,13.642,A,10.89,511210
116209,20141231,2014,INDL,C,D,STD,USD,,61.099,0.0392,54.989,9.217,138.846,179.181,0,0,0,0,2.245,2.286,0.017,0.03,0,0,-0.037,54.075,54.075,3.838,28.454,0,13.395,13.395,7.024,2.854,0,11.109,A,0.175,522320
116213,20140930,2014,INDL,C,D,STD,USD,,,,,,,9.936,,,,,,,,,,,,,,,,,,,,,,,A,11.55,525990
116304,20141231,2014,INDL,C,D,STD,USD,,13541,39.6082,1,2295,,102.1,217,3879,,340,785,1258,3.924,,-113,347,-837,903,9489,393,950,80,3553,3553,4052,136,211,2295,A,,2211
116414,20150131,2014,INDL,C,D,STD,CAD,,1482.888,-0.8752,42.605,1428.828,,379.696,43.672,1491.59,1530.175,0,103.492,197.873,38,,-32.411,15.344,-129.046,296.438,1815.214,-153.163,139.25,0,1870.726,1870.726,-332.326,47.729,96.069,1672.853,I,,56161
116504,20141231,2014,INDL,C,D,STD,USD,,474.187,4.8658,121.604,410.098,54.193,52.798,0,0,0,0,98.246,138.055,3.149,1.25,-36.264,53.535,-114.432,187.052,217.28,67.974,144.468,0,1156.757,1156.757,256.907,45.543,0.053,1018.702,A,27.03,337910
116595,20150430,2014,INDL,C,D,STD,CAD,,10273.7,52.6592,295.6,17935.8,,93.091,32.4,2241.4,2273.8,119.2,707.3,1168.8,,,-1369.8,1260.3,181.9,2414.4,5295.3,348.8,1070.2,23.2,23928.8,23928.8,4925.3,-149,138.1,22760,A,,445110
116610,20140630,2014,INDL,C,D,STD,USD,,16.657,0.7145,3.107,4.007,19.893,16.747,0.187,0.111,0.298,0,0.966,1.743,0.052,0.3,-0.223,0.354,-0.616,1.741,2.045,5.907,1.651,0.027,8.104,8.104,14.612,2.452,0.012,6.361,I,0.75,519130
116614,20141231,2014,INDL,C,D,STD,CAD,,7.087,0.1751,0.881,1.207,38.544,38.544,0,0,0,0,-1.474,-1.472,,-0.04,0,0,0.294,0.337,0.337,-1.459,-0.158,0,0.004,0.004,6.75,0.782,0.004,1.476,A,0.05,212
116679,20141231,2014,INDL,C,D,STD,CAD,,0.423,0.0018,0.416,0.33,116.345,116.598,0,0,0,0,-0.513,-0.513,,0,0,0,0.28,0.209,0.209,-0.263,-0.622,0,0.071,0.071,0.214,0.214,0,0.584,A,0.015,212221
116772,20141231,2014,INDL,C,D,STD,USD,,872.714,11.7173,301.298,311.755,41.396,40.882,7.914,271.012,278.926,0,54.376,91.051,0.496,-0.86,-37.579,29.246,-101.936,75.058,393.689,-35.547,55.734,0,580.72,580.72,479.025,303.246,16.036,489.669,A,13.85,519130
116787,20140930,2014,INDL,C,D,STD,USD,,1896.14,13.3844,869.278,204.511,56.637,57.074,279.472,402.39,681.862,0,-52.487,9.803,4.9,-2.09,-18.654,0,139.535,604.152,1065.39,-118.295,82.301,8.028,702.588,702.588,763.901,503.221,44.404,692.785,I,126.82,511210
116829,20141231,2014,INDL,C,D,STD,USD,,16.821,0.2707,4.744,35.587,23.438,23.624,0.256,0.383,0.439,0,1.773,1.986,0.214,0.06,-0.316,1.066,-1.089,10.042,10.425,1.337,1.48,0,44.032,44.032,6.396,2.79,0.259,42.046,A,1.11,518210
116894,20141231,2014,INDL,C,D,STD,USD,,184.677,5.501,7.936,1.078,1.469,1.469,8.611,5.78,,0,2.669,3.037,0.077,2.95,-10.452,2.387,0.439,,176.596,4.332,0.816,0,8.967,8.967,8.081,,,5.93,A,1.5,522110
116894,20141231,2014,FS,C,D,STD,USD,,184.677,,,,,,8.611,5.78,,0,,,0.077,,,,,,176.596,,,0,8.967,,8.081,,1.078,,A,1.5,522110
116895,20140930,2014,INDL,C,D,STD,USD,,2.284,-0.0906,0.13,0.56,24.976,24.976,0,2.345,2.345,0,-1.685,-1.679,0.01,-0.1,1.225,0.701,0,1.298,4.547,-2.597,-1.315,0,0.83,0.83,-2.263,0.039,0.662,2.509,A,0.2069,335129
116900,20140930,2014,INDL,C,D,STD,USD,,,,,,,102.573,,,,,,,,,,,,,,,,,,,,,,,A,49.59,525990
116903,20141231,2014,INDL,C,D,STD,USD,,0.066,-0.0729,0.059,0,241.039,242.778,14.085,0,0,0,-1.822,-1.822,0.001,-0.03,1.516,0,0,17.761,17.761,-6.436,-1.487,0,0,0,-17.695,-17.695,4.706,1.822,A,0.016,334290
116943,20141231,2014,INDL,C,D,STD,CAD,,0.025,-2.1921,0,0.201,3.998,3.998,3.597,0,0,0,-0.114,-0.095,,-0.23,0,0,0,4.743,4.743,-0.924,-0.026,4.046,0.2,0.2,-4.718,-4.719,0.787,0.295,A,0.01,511210
117002,20141231,2014,INDL,C,D,STD,USD,,4.094,0.0744,0.609,4.857,49.714,49.714,0.025,0,0.025,0,-0.51,-0.505,0.008,-0.01,-0.001,0.02,0.24,0.394,0.394,-0.499,-1.559,0,6.578,6.578,3.7,1.374,0.001,7.083,A,0.0206,519130
117018,20141231,2014,INDL,C,D,STD,USD,,315.588,2.1805,28.701,2.167,15.854,15.824,2.5,17.155,,0,4.499,4.92,0.062,0,58.909,5.141,-50.917,,281.079,0.479,1.055,0.005,12.103,12.103,34.509,,,7.183,A,1.22,522120
